Título 1,Título 2,Data,Local,Conteúdo
"Botafogo x Athletico: onde assistir ao vivo, horário e escalações do jogo pelo Brasileirão",Confira as principais informações do duelo válido pela 10ª rodada do Campeonato Brasileiro,2024-06-19 07:00:00,Rio de Janeiro (RJ),"Confira todas as informações que você precisa saber sobre o confronto entre Botafogo e Athletico (onde assistir, horário e local).
✅ FICHA TÉCNICABOTAFOGO X ATHLETICOBRASILEIRÃO - 10ª RODADA
🗓️ Data e horário: quinta-feira, 19 de junho de 2024, às 19h📍 Local: Estádio Nilton Santos, no Rio de Janeiro (RJ)📺 Onde assistir: Sportv e Premiere🟨 Árbitro: Ramon Abatti Abel (Fifa-SC)🚩 Assistentes: Alex dos Santos (SC) e Gizeli Casaril (SC)📺 VAR: Igor Junior Benevenuto (VAR Fifa-MG).
⚽ PROVÁVEIS ESCALAÇÕES:BOTAFOGO (Técnico: Artur Jorge)Jhon; Damián Suárez, Bastos, Lucas Halter e Cuiabano; Gregore, Marlon Freitas e Tchê Tchê; Luiz Henrique, Júnior Santos e Tiquinho Soares.
ATHLETICO (Técnico: Cuca)Léo Linck; Léo Godoy (Madson), Kaique Rocha, Thiago Heleno e Lucas Esquivel; Fernandinho, Erick e Cuello; Christian, Nikão e Mastriani (Pablo).
"
Torcedores do São Paulo criticam escolhas Zubeldía após derrota para o Cuiabá: ‘Errou tudo’,Derrota no Morumbis coloca fim a uma sequência de 12 jogos de invencibilidade do argentino,2024-06-19 22:20:00,São Paulo (SP),
São Paulo x Cuiabá: qual é o histórico do confronto?,O Estádio do Morumbis será o palco do confronto desta quarta-feira pelo Brasileirão,2024-06-18 11:02:00,São Paulo (SP),"Os dois times já enfrentaram em seis oportunidades, todas pelo Brasileirão, e os números são bem equilibrados até aqui. Foram quatro empates e uma vitória para cada lado. No último encontro entre as equipes, válido pelo Nacional do ano passado, empate sem gols em São Paulo.
O time já foi o lanterna da competição e vem, aos poucos, tentando se afastar da degola. Atualmente, tem uma das piores defesas do campeonato e está a um ponto da zona de risco, mas tenta surpreender o Tricolor na capital paulista.
"
Botafogo x Athletico-PR: qual é o histórico do confronto?,"Equipes se enfrentam nesta quarta-feira (19), às 19h, no Niltão",2024-06-19 16:32:00,Rio de Janeiro (RJ),"Ao todo, os times já jogaram 58 partidas, com o Botafogo vencendo 20, além de nove empates e 27 vitórias do Athletico. Em casa, a vantagem é do Glorioso, com 15 vitórias, nove derrotas e quatro empates.
Com mando do Furacão, nova vantagem do Athletico: 18 vitórias, contra cinco empates e cinco derrotas. O Botafogo marcou 69 gols, enquanto o Rubro-negro fez 73. No retrospecto recente, a vantagem é novamente dos paranaenses, com cinco vitórias nos últimos 10 jogos disputados.
Confira todas as informações que você precisa saber sobre o confronto entre Botafogo e Athletico (onde assistir, horário e local).
✅ FICHA TÉCNICABOTAFOGO X ATHLETICOBRASILEIRÃO - 10ª RODADA
🗓️ Data e horário: quinta-feira, 19 de junho de 2024, às 19h📍 Local: Estádio Nilton Santos, no Rio de Janeiro (RJ)📺 Onde assistir: Sportv e Premiere🟨 Árbitro: Ramon Abatti Abel (Fifa-SC)🚩 Assistentes: Alex dos Santos (SC) e Gizeli Casaril (SC)📺 VAR: Igor Junior Benevenuto (VAR Fifa-MG).
⚽ PROVÁVEIS ESCALAÇÕES:BOTAFOGO (Técnico: Artur Jorge)Jhon; Damián Suárez, Bastos, Lucas Halter e Cuiabano; Gregore, Marlon Freitas e Tchê Tchê; Luiz Henrique, Júnior Santos e Tiquinho Soares.
ATHLETICO (Técnico: Cuca)Léo Linck; Léo Godoy (Madson), Kaique Rocha, Thiago Heleno e Lucas Esquivel; Fernandinho, Erick e Cuello; Christian, Nikão e Mastriani (Pablo).
"
Time do Majestoso deve ser mantido por Zubeldía no São Paulo; veja provável escalação,"São Paulo e Cuiabá se enfrentam nesta quarta-feira (19), no Estádio do Morumbis",2024-06-19 06:44:00,São Paulo (SP),"O Tricolor deve ir a campo com: Jandrei, Igor Vinicius, Arboleda, Diego Costa e Welington; Alisson, Luiz Gustavo, Luciano, Lucas e Rodrigo Nestor; Calleri.
São Paulo e Cuiabá já enfrentaram em seis oportunidades, todas pelo Brasileirão, e os números são bem equilibrados até aqui. Foram quatro empates e uma vitória para cada lado. No último encontro entre as equipes, válido pelo Nacional do ano passado, empate sem gols em São Paulo.
O Tricolor é o sexto colocado na tabela de classificação do Brasileirão, com 15 pontos, e está invicto sob o comando do técnico argentino.
"
Palmeiras x RB Bragantino: qual é o histórico do confronto?,"O Allianz Parque será o palco do confronto desta quinta-feira (20), às 21h30, pelo Brasileirão
",2024-06-20 07:37:00,São Paulo (SP),"
Os dois times já se enfrentaram em 55 oportunidades, e o Verdão leva vantagem no número de vitórias em relação ao Massa Bruta de forma disparada: foram 31, contra 12 e outros 12 empates até aqui. Só em duelos válidos pelo Brasileirão foram 15 e, nesta competição, os números são empatados: seis vitórias para cada lado e três empates. No último encontro entre as equipes, válido pelo Paulistão deste ano, vitória palmeirense por 1 a 0, no Nabi Abi Chedid, com direito a gol de Flaco López.
Apesar de já ter ficado à disposição da comissão técnica comandada por Abel Ferreira, o atacante Dudu ainda não entrou em campo após sua lesão de quase 10 meses. A volta pode acontecer diante da torcida palmeirense, que deve apoiar o camisa 7 depois de dar por encerradas as negociações com o Cruzeiro e ficar no Verdão.
 Para a partida em casa, o Verdão tem alguns desfalques. Bruno Rodrigues, Rômulo e Lázaro estão lesionados, enquanto Gustavo Gómez, Richard Ríos e Endrick estão na disputa da Copa América.
"
"Flamengo x Bahia: onde assistir ao vivo, horário e escalações do jogo pelo Brasileirão",Confira as principais informações do duelo válido pela 10ª rodada do Campeonato Brasileiro,2024-06-20 07:00:00,Rio de Janeiro ,"O confronto é pela parte decima da tabela: o Rubro-Negro é o segundo colocado, com cinco vitórias, três empates e uma derrota até aqui. O Esquadrão, do outro lado, está em terceiro, com o mesmo número de pontos, mas menor saldo.
✅ FICHA TÉCNICAFLAMENGO X BAHIABRASILEIRÃO - 10ª RODADA
🗓️ Data e horário: quinta-feira, 20 de junho de 2024, às 20h📍 Local: Maracanã, no Rio de Janeiro (RJ)📺 Onde assistir: Premiere
BAHIA (Técnico: Rogério Ceni)Marcos Felipe; Gilberto, Gabriel Xavier, Cuesta e Luciano Juba; Caio Alexandre, Jean Lucas, Everton Ribeiro e Cauly; Thaciano e Everaldo
"
Tite promove mudanças no time do Flamengo para encarar o Bahia,Ayrton Lucas e Cebolinha devem sair jogando na próxima partida,2024-06-20 09:00:00,Rio de Janeiro,"Provável escalação do Flamengo: Rossi; Wesley, David Luiz, Léo Pereira e Ayrton Lucas; Léo Ortiz, Gerson e Lorran; Luiz Araújo, Everton Cebolinha e Pedro.
O setor defensivo conta com algumas alterações. Com a volta de Ayrton Lucas, o zagueiro Leo Pereira volta à zaga da equipe Rubro-Negra. O camisa 4 fará dupla com o experiente David Luiz, enquanto o titular Fabrício Bruno cumpre suspensão.
No meio campo, o volante Allan retorna de lesão e ficará disposição do técnico Tite, para entrar no decorrer do jogo. O zagueiro Leo Ortiz, que teve uma grande atuação na última rodada, segue de primeiro volante, enquanto o capitão Gerson comanda o miolo do campo. Mais à frente, o garoto Lorran permanece como 'camisa 10' do Flamengo.
Já no setor ofensivo, Everton Cebolinha reforça o ataque, deixando Bruno Henrique no banco de reservas. Entretanto, Pedro e Luiz Araújo se mantém entre os 11 titulares do técnico Tite.
"
Reinier não pensa em retorno ao Flamengo e revela objetivo para próxima temporada,Atleta tem contrato com o Real Madrid até 2026,2024-06-19 17:54:00,Rio de Janeiro (RJ),"- A minha cabeça está no Real Madrid a partir de agora. Mais para frente, quando a janela abrir, ver o que o meu empresário e meu pai vão resolver sobre esse assunto. O meu objetivo é buscar o meu melhor e o melhor lugar para mim também. Com toda sinceridade do mundo: eu ainda não pensei nisso (retornar ao Brasil). Mas eu não posso descartar nada. Tudo é possível no futebol, mas eu não tenho isso em mente.
O meia possui contrato com o Real Madrid até junho de 2026, mas ainda não foi aproveitado pela equipe espanhola. Desde que chegou na Espanha, o atleta foi emprestado ao Dortmund, Girona e Frosinone, mas sem muito sucesso.
Embora as especulações em relação a um retorno para o Flamengo sejam naturais, uma vez que o jovem foi formado no Ninho do Urubu, o clube não é visto como ideal para o desenvolvimento do jogador. Aos 22 anos, Reinier espera dar uma resposta ao investimento feito pela sua chegada na Europa.
"
Veja o time ideal da 6ª rodada da Copa Sul-Americana,Athletico conta com dois representantes na seleção ,2024-06-01 07:00:00,São Paulo (SP),"Apesar dos triunfos, as equipes não contam com representantes no time ideal da rodada, que é formado maioritariamente por atletas estrangeiros.
Além da dupla, Athletico, Cuiabá, Fortaleza e RB Bragantino conquistaram a classificação para a próxima fase do torneio. O Internacional, que teve duas partidas adiadas em razão das enchentes que atingiram o estado do Rio Grande do Sul, ainda busca a classificação.
CONFIRA A SELEÇÃO IDEAL DA 6ª RODADA DA SUL-AMERICANA 
Goleiro: Luis Corredor (Rayo Zuliano) - Nota: 8.8 Lateral-direito: Marcelo Saracchi (Boca Juniors) - Nota: 8.4 Zagueiro: Thiago Heleno (Athletico) - Nota: 8.3 Zagueiro: José Ortíz (Independiente Medellín) - Nota: 8.1Lateral-esquerdo: Bruno Pacheco (Fortaleza) - Nota: 8.2 Meia: Mariano Maño (Delfin) - Nota: 8.5 Meia: Miguel Monsalve (Independiente Medellín) - Nota: 8.5Meia: Kevín Zenon (Boca Juniors) - Nota: 9.6 (maior nota)Atacante: Damián Batallini (Argentinos Juniors) - Nota: 8.5 Atacante: Chavarría (Belgrano) - Nota: 8.5Atacante: Tomás Cuello (Athletico) - Nota: 8.7 
* Os números foram retirados do site SofaScore
"
Torcedores do Fluminense pedem demissão de Fernando Diniz: ‘Pior técnico da história’,Tricolor ocupa a lanterna do Campeonato Brasileiro,2024-06-19 23:40:00,Rio de Janeiro (RJ),"Nas redes sociais, torcedores do clube carioca pediram a demissão do técnico Fernando Diniz após um início desastroso no Campeonato Brasileiro. No Mineirão, uma faixa contra a permanência do comandante também foi exibida.
Confira as reações na web:
"
Carille admite erro de planejamento do Santos para Série B do Brasileirão,Técnico afirma que deveria ter reforçado o elenco após a disputa do Campeonato Paulista ,2024-06-20 11:36:00,Santos (SP),"Com a ausência de Julio Furch, afastado de algumas partidas da Série B para tratar de uma pubalgia, Carille ficou sem um centroavante à disposição no elenco. Willian Bigode atuou em algumas oportunidades na posição, como no triunfo sobre o Goiás, mas não empolgou na função.
Morellos, por sua vez, poderia ser uma opção, mas o jogador está fora dos planos da comissão técnica e deve ser negociado na abertura da janela de transferências.
O resultado na última quarta-feira (19) trouxe tranquilidade para Carille, que revelou a importância de encerrar o jejum de vitórias para sua permanência no Santos.
- Me sinto confortável aqui, mas sei que se eu perdesse hoje (contra o Goiás), a pressão seria grande e o presidente teria que tomar uma decisão. Vim confortável para o jogo, a diretoria vê o que a gente passa time, mas futebol é resultado - completou.
"
Luan diz se jogaria em outro time além do Palmeiras e revela momentos difíceis no Mundial contra o Chelsea,"Um dos maiores zagueiros da história do Verdão, jogador vai para o Toluca, do México ",2024-06-19 18:15:00,São Paulo (SP),"- Eu joguei só em dois clubes, torço pela reconstrução do Vasco, é o time do meu coração, mas o Palmeiras é o time da minha vida, de verdade, mudou a minha vida. - disse o jogador que sai do Verdão com 265 jogos pelo clube.
Perguntado se jogaria em outro time no Brasil, Luan disse não sentir nenhuma vontade, muito por conta da identificação que criou com o Palmeiras. Ele deixa o clube com 12 títulos, ficando na galeria dos maiores campeões da história em 109 anos do Alviverde
- É difícil falar, mas hoje eu não tenho vontade de jogar em outro clube do Brasil. A gente não sabe o dia de amanhã, mas eu ficaria muito feliz de só ter jogado nesses dois clubes por aqui - afirmou Luan.
O zagueiro de 31 anos ainda falou sobre sua ótima relação com Abel Ferreira, bastidores inéditos das duas Libertadores conquistadas em 2021, o pós-jogo contra o Chelsea e muito mais.
- Hoje olhando de fora, tinha que ser comigo, porque eu consigo suportar, talvez se fosse com outros, talvez não conseguiriam suportar e não teria a trajetória que têm no clube hoje. Graças a Deus foi algo que eu consegui desenvolver na minha trajetória aqui de aguentar as pancadas que a vida te traz. Ela traz pra todo mundo, pra uns mais pesado que pra outros, mas depende da carga emocional que você coloca naquilo ali - lembrou o zagueiro.
- O Abel costuma falar uma coisa que na hora a gente não entende, mas que é muito sensato. Quando a gente vai jogar um jogo muito difícil, ele chega e fala: ‘ninguém vai morrer, se a gente ganhar, amanhã a gente vai estar treinando pra dar o nosso melhor e se perder também. Ninguém vai morrer, entrem lá, façam o melhor de vocês e vamos pra cima’ - disse.
O defensor admite que a falha no jogo do Mundial contra o Chelsea foi bastante difícil, principalmente o retorno para casa com muitos questionamentos sobre a derrota.
- Esse jogo contra o Chelsea me machucou muito mais do que contra o Tigres, faltava tão pouco. Foi o pior voo da minha vida, era um sentimento de realização de todos do grupo, mas eu estava anestesiado, eu não conseguia falar e pensar em nada. Eu só me perguntava: porque? - lembrou Luan.
- Eu me enchi dessas perguntas. Três dias depois rompi todo o músculo da minha coxa, e pra mim essa lesão aconteceu porque minha cabeça não estava conseguindo acompanhar o meu corpo, eu comecei a colocar coisas pra dentro do meu corpo, foi muito ruim porque eu perdi três meses, mas esse tempo foi importante pra conseguir assimilar tudo que aconteceu. Não teve depressão, nem precisei de ajuda psicológica, isso não foi verdade, o clube não precisou me preservar, eu machuquei mesmo - concluiu o zagueiro.
A entrevista completa de Luan Garcia ao PodPorco vai ao ar nesta sexta-feira (21), às 12h, no canal do Youtube.
"
Onde assistir aos jogos de hoje (20/06/2024),"Hoje tem três bons jogos pelo Brasileirão, clássico na Euro e estreia da Copa América",2024-06-20 06:03:00,Rio de Janeiro,"10h - Eslovênia x Sérvia - CazéTV13h - Dinamarca x Inglaterra - SporTV16h - Espanha x Itália - SporTV
21h - Argentina x Canadá - SporTV
18h30 - Vitória x Atlético-MG - SporTV e Premiere20h - Flamengo x Bahia - Premiere21h30 - Palmeiras x RB Bragantino - Premiere
19h - Vila Nova x Mirassol - SporTV 3 e Premiere21h30 - Ceará x Sport - Band, TV Brasil, Canal GOAT e Premiere
20h - Treze-PB x Atlético Cearense TV Treze (Youtube)
15h - Botafogo sub-20 x RB Bragantino sub-20 - Botafogo TV (Youtube)16h - Fortaleza sub-20 x Bahia sub-20 - TV Leão Novibet (Youtube)
15h - Taubaté x São Paulo - SporTV17h - Palmeiras x Santos - Space, Max, Record News e Paulistão (Youtube)19h - RB Bragantino x Realidade Jovem - Futebol Paulista (Youtube)
"
CBF altera data de jogos do Brasileirão a pedido da Globo,Emissora solicitou mudanças na tabela por conta da grade de transmissões,2024-05-24 19:30:00,Rio de Janeiro (RJ),"A mudança se deve, provavelmente, por conta do amistoso da Seleção Brasileira com os Estados Unidos, que está marcado para o próximo dia 12. Confira abaixo data e horário dos jogos do Brasileirão que tiveram alteração da CBF a pedido da Globo.
Atlético-GO x CorinthiansDe: 12/06, quarta-feira, às 17hPara: 11/06, terça-feira, às 19hLocal: Estádio Antônio Accioly, em Goiânia (GO)
Juventude x VitóriaDe: 12/06, quarta-feira, às 17hPara: 11/06, terça-feira, às 19hLocal: Estádio Alfredo Jaconi, em Caxias do Sul (RS)
Botafogo x FluminenseDe: 12/06, quarta-feira, às 17hPara: 11/06, terça-feira, às 20hLocal: Estádio Nilton Santos, no Rio de Janeiro (RJ)
Red Bull Bragantino x Atlético-MGDe: 12/06, quarta-feira, às 17hPara: 11/06, terça-feira, às 21h30Local: Estádio Nabi Abi Chedid, em Bragança Paulista (SP)
"
Saiba a última vez que o Grêmio venceu o Fortaleza,Imortal tem encontrado dificuldades em jogos contra o Laion,2024-06-19 17:26:00,Rio de Janeiro (RJ),"A última vez que o Grêmio bateu o Fortaleza aconteceu em 2019, no estádio Centenário, em Caxias do Sul. Com um elenco ainda recheado de campeões da Libertadores de 2017, o Imortal teve dificuldades e só abriu o placar no fim do segundo tempo, com Pepê, sacramentando a vitória por 1 a 0.
Ao todo, as equipes disputaram 20 jogos, com três vitórias do Fortaleza, seis empates e 11 vitórias do Grêmio. Com o Laion sendo mandante, a vantagem também é do Imortal, com cinco vitórias, três empates e apenas três derrotas.
Nos domínios do Tricolor Gaúcho, mais vantagem: seis vitórias e três empates. O Grêmio marcou 33 gols e sofreu apenas 14 nestes 20 jogos já disputados. No retrospecto recente, o Imortal não anda bem das pernas.
✅ FICHA TÉCNICAFORTALEZA X GRÊMIO10ª RODADA - SÉRIE A DO CAMPEONATO BRASILEIRO🗓️ Data e horário: quarta-feira, 19 de junho de 2024, às 20h;🏟️ Local: Arena Castelão, em Fortaleza (CE)📺 Onde assistir: Premiere;🟨 Árbitro: João Vitor Gobi (SP);🚩 Assistentes: Daniel Paulo Ziolli (SP) e Gustavo Rodrigues de Oliveira (SP);🖥️ VAR: Rodrigo Nunes de Sá (FIFA-RJ).
⚽ PROVÁVEIS ESCALAÇÕES
FORTALEZA (Técnico: Juan Pablo Vojvoda)João Ricardo; Tinga, Titi, Tomáz Cardona e Bruno Pacheco; Zé Welison, Hércules e Pochettino; Pikachu, Breno Lopes e Lucero.
GRÊMIO (Técnico: Renato Portaluppi)Marchesín; João Pedro, Rodrigo Ely, Kannemann e Reinaldo; Dodi e Pepê; Pavón, Cristaldo e Gustavo Nunes; João Pedro Galvão.
"
Corinthians aposta em novos alvos após negativa do Fortaleza por Santos,"Timão busca um substituto no mercado para Carlos Miguel, apalavrado com o Nottingham Forest, da Inglaterra ",2024-06-20 04:00:00,São Paulo (SP),"O Corinthians possuía negociações avançadas com Santos e aguardava detalhes finais para concluir a transferência. Agora, o clube corre contra o tempo para anunciar um goleiro após perder dois titulares em um curto período. No entanto, até o momento, não foram enviadas propostas oficiais para a dupla.
Emprestado pelo Flamengo ao Chaves, de Portugal, até junho deste ano, Hugo Souza desponta como uma opção mais realista. Fora dos planos da comissão técnica de Tite, o jogador teria caminho livre para assinar com o Timão, mas a última impressão deixada pelo atleta no futebol brasileiro divide opiniões no clube.
Tadeu, do Goiás, também aparece como possibilidade, mas a negociação é tratada como difícil nos bastidores do Parque São Jorge. O jogador é capitão do Esmeraldino e tem contrato válido até dezembro de 2026. Portanto, o Corinthians terá que acertar valores com a equipe goiana, que não pretende se desfazer do jogador facilmente.
Em janeiro desse ano, inclusive, o Santos buscou a contratação de Tadeu, mas os valores elevados esfriaram a negociação. O Goiás não tem interesse em ceder o goleiro por empréstimo e pediu R$ 35 milhões pela compra em definitivo do jogador à época.
Com Cássio liberado para assinar com o Cruzeiro e a iminente saída de Carlos Miguel para o futebol europeu, a comissão técnica de António Oliveira possui atualmente Matheus Donelli e Felipe Longo como opções. Ambos são formados nas categorias de base do clube paulista.
"
Fluminense amarga seu pior início no Brasileirão de pontos corridos,Tricolor amarga a lanterna do torneio,2024-06-20 13:59:00,Rio de Janeiro (RJ),"Após a derrota para o Cruzeiro, na noite desta quarta-feira (19), o Fluminense alcançou uma marca negativa e histórica. O início do Brasileirão de 2024 é o pior da história do clube na história dos pontos corridos.
Em 2008, o campeonato do Fluminense foi basicamente a luta contra o rebaixamento. Assim como naquele ano, o Flu de 2024 tem apenas uma vitória, três empates e seis derrotas. A diferença é no saldo de gols. Na época, a desvantagem era de quatro. Hoje, é de oito
A outra preocupação do Fluminense é a defesa. Com 18 gols sofridos, o Tricolor tem a sua pior defesa nos pontos corridos após 10 jogos. A pior marca era de 2019, que também tinha Fernando Diniz no comando, com 17 gols contra.
No domingo (23), o Tricolor tem um jogo que pode ser decisivo para o futuro de Fernando Diniz no cargo. Diante do Flamengo, o Time de Guerreiros precisa dar uma resposta para salvar a pele do comandante e amenizar o clima internamente.
No confronto, o Fluminense será dirigido por Eduardo Barros, uma vez que o treinador principal recebeu o 3º cartão amarelo no Brasileirão contra o Cruzeiro. E será a segunda vez que Diniz não comandará seu time no Campeonato Brasileiro.
O Tricolor também precisará quebrar um tabu: vencer Tite. Desde que o ex-técnico da Seleção Brasileira chegou no Flamengo, o Rubro-Negro conquistou dois triunfos e teve dois empates. Nesses quatro confrontos, o Time de Guerreiros marcou apenas um gol.
"
Tiquinho Soares recebe homenagem emocionante dos torcedores do Botafogo,Atacante do Glorioso perdeu o pai na última semana,2024-06-19 19:45:00,Rio de Janeiro (RJ),"O atacante Tiquinho Soares, do Botafogo, recebeu, no jogo desta quarta-feira (19), contra o Athletico-PR, uma emocionante homenagem da torcida do Glorioso. De fora da partida após a morte do pai, o atacante ganhou uma bonita bandeira dos torcedores alvinegros.
✅ FICHA TÉCNICABOTAFOGO X ATHLETICOBRASILEIRÃO - 10ª RODADA
🗓️ Data e horário: quinta-feira, 19 de junho de 2024, às 19h📍 Local: Estádio Nilton Santos, no Rio de Janeiro (RJ)📺 Onde assistir: Sportv e Premiere🟨 Árbitro: Ramon Abatti Abel (Fifa-SC)🚩 Assistentes: Alex dos Santos (SC) e Gizeli Casaril (SC)📺 VAR: Igor Junior Benevenuto (VAR Fifa-MG).
⚽ESCALAÇÕES:BOTAFOGO (Técnico: Artur Jorge)Jhon; Damián Suárez, Bastos, Lucas Halter e Cuiabano; Gregore, Marlon Freitas e Tchê Tchê; Luiz Henrique, Júnior Santos e Tiquinho Soares.
ATHLETICO (Técnico: Cuca)Léo Linck; Léo Godoy (Madson), Kaique Rocha, Thiago Heleno e Lucas Esquivel; Fernandinho, Erick e Cuello; Christian, Nikão e Mastriani (Pablo).
"
"Opinião: calejado, Botafogo é forte candidato para surpreender e conquistar o Brasileirão",Glorioso segue no topo do Campeonato Brasileiro,2024-06-20 07:00:00,Rio de Janeiro (RJ),"O ano de 2023 terminou de maneira traumática para o Botafogo. Após liderar boa parte do Brasileirão, o Glorioso sofreu uma pane e não conseguiu terminar o ano sequer no G-4. Em 2024, o choque da derrota ainda assombrava o Estádio Nilton Santos, mas a extinção desses medos começou a acontecer, mesmo que de maneira lenta.
O que se vê do Botafogo neste ano é luta. Quando não se consegue no campo, na bola, é a alma que resolve. É a alma que joga pelo Glorioso. E a torcida mostra isso a cada ponto conquistado. Existem vaias? Sim, claro. Mas nada que abale. A emoção e amor pela camisa são maiores e, enfim, demonstrados.
Nesta quarta-feira (19), o Glorioso lutou até o fim e conseguiu. Um ponto suado, chorado e CONQUISTADO. Um pontinho daqueles que fará a diferença completa no final do campeonato. Queira a torcida do Botafogo que sejam os pontos determinantes para uma tão sonhada taça do Brasileirão.
E falamos de surpresa, claro, mas não é TÃO surpresa assim. O trabalho do Departamento de Futebol do Botafogo é de dar inveja. Scout, mapeamento, enquadramento. Tudo liderado de maneira competente e profissional. E os frutos podem ser colhidos em breve.
Mesmo que não encante como no início de 2023, o Botafogo versão 2024 é forte. Calejado. Experiente. E o melhor de tudo: vacinado. Não vai ser fácil, mas o Fogão pode surpreender. E nada é mais Botafogo que uma surpresa assim.
"
"Cruzeiro x Cuiabá: onde assistir ao vivo, horário e escalações do jogo pelo Brasileirão",Equipes se enfrentam pela oitava rodada do Campeonato Brasileiro nesta quinta-feira (13),2024-06-13 10:22:00,Belo Horizonte (MG),"Confira todas as informações que você precisa saber sobre o confronto entre Cruzeiro e Cuiabá (onde assistir, horário e local).
✅ FICHA TÉCNICACRUZEIRO X CUIABÁBRASILEIRÃO - 8ª RODADA
🗓️ Data e horário: quinta-feira, 13 de junho de 2024, às 19h📍 Local: Mineirão, em Belo Horizonte (MG)📺 Onde assistir: Sportv e Premiere🟨 Árbitro:Marcelo de Lima Henrique (CE)🚩 Assistentes: Renan Aguiar da Costa (CE) e José Moracy de Sousa e Silva (CE)📺 VAR: Charly Wendy Straub Deretti (VAR-Fifa SC)
⚽ PROVÁVEIS ESCALAÇÕES:CRUZEIRO (Técnico: Fernando Seabra)Anderson; William, Zé Ivaldo, João Marcelo e Marlon; Lucas Romero e Lucas Silva; Arthur Gomes, Matheus Pereira e Álvaro Barreal; Rafa Silva
CUIABÁ (Técnico: Petit)Walter; Railan, Bruno Alves, Gabriel e Ramon; Lucas Mineiro, Denilson e Max; Eliel (Jonathan Cafú), Clayson e Isidro Pitta.
"
Bahia conclui maior venda da história do futebol nordestino,"Valores chegam a R$ 25,7 milhões na cotação atual",2024-06-06 18:48:00,Rio de Janeiro (RJ),"O Bahia finalizou, nas últimas horas, a venda de Jhoanner Chávez para o Lens-FRA. A transferência gira em torno dos 4,5 milhões de euros, cerca de R$25,7 milhões. A operação é, agora, a maior venda da história do futebol nordestino. A informaçãofoi dada pelo jornalista Cesar Luis Merlo e confirmada pelo Lance!
O jogador já estava emprestado ao clube francês, atuando em 11 partidas, mas não marcou gols e nem deu assistências.
Aos 22 anos, o atleta chegou ao Tricolor de Aço como joia, mas nunca se firmou. Em 29 jogos disputados, o jogador contribuiu com um gol e duas assistências. Ainda em 2023, o lateral foi emprestado para o Independiente del Valle. Lá, atuou melhor, jogando 14 jogos e marcando dois gols.
"
OPINIÃO: Álvaro Pacheco prova no Vasco que o que começa errado termina da mesma forma,Cruz-Maltino sofre mais um duro golpe no Brasileirão e segue sem vencer,2024-06-20 06:00:00,Rio de Janeiro (RJ),"Já na goleada para o Flamengo, Álvaro Pacheco mostrou para o que veio ao Brasil. Não se pode abrir o time com um jogador a menos contra uma das melhores equipes do país, que é o maior rival. Tragédia anunciada.
A derrota do Vasco para o Juventude foi a gota d'água de uma passagem vexatória somada a um trabalho pífio de Álvaro Pacheco. Neste período, o Cruz-Maltino se tornou a pior defesa do Brasileirão, tem um ataque inoperante e dependente de Vegetti e perdeu sete dos 10 primeiros jogos da competição pela primeira vez na história.
Ao longo do Campeonato Brasileiro, sobretudo com Álvaro Pacheco, o Vasco em campo mostra ser um time frágil e inofensivo. Por exemplo: a equipe não é mais competitiva desde a classificação sobre o Fortaleza. O que magoa e faz o torcedor sofrer.
Nos dias atuais, os vascaínos se apegam em qualquer tipo de crença ou figura que possa mudar os ares sombrios que rondam São Januário há mais de 20 anos. E os torcedores acreditaram que Álvaro Pacheco pudesse ser este cara da mudança.
Boinas foram vendidas. Boina com a Cruz de Malta foi entregue ao português. Muito ""hype"" e expectativa, para no final, um dos três melhores técnicos do Campeonato Português voltar ao seu país de origem de forma melancólica.

O Campeonato Brasileiro vai se encaminhando para a metade e o Vasco não tem tempo para testes. O time precisa pontuar a todo custo enquanto, ao mesmo tempo, aguarda o início da janela de transferências para corrigir a rota. De novo.
"
Jornalistas e influenciadores reagem ao fico de Dudu no Palmeiras: ‘Conseguiu se queimar com todos’,"Apesar das críticas, muitos brincaram com a situação",2024-06-17 19:52:00,São Paulo (SP),"Depois de muita polêmica, Dudu comunicou que vai continuar no Palmeiras e que não fechará com o Cruzeiro. A postagem do atacante vem depois de uma forte declaração de Leila Pereira, presidente do alviverde, e antes a uma nota oficial do clube mineiro, que anunciou em suas redes sociais que retirou a proposta pelo atleta.
Após as declarações, jornalistas e influenciadores se manifestaram sobre o caso. Muitos opinaram que Dudu conseguiu se queimar com os dois clubes. Outros já partiram para o humor, já que o episódio do atacante entra para uma longa lista de novelas de negociações que tiveram desfechos inusitados.
Veja as reações nas redes sociais:
"
